"model.option","network.model","mild.tendency.to.full.evasion","tax.refund.effect","targetted.auditing","bomb.crater.effect","gamblers.fallacy","media.effect","run.till.equilibrium","total.years","tax.gap","case","audit.rate","detection.eff","K","penalty.rate","tax.rate.delta","bomb.crater.factor","gamblers.fallacy.grad","gamblers.fallacy.intercept","m.qP","penalty.asymmetry.factor","s.qP","v.PP","beta.media","media.mid.effect","media.steepness","media.stochastic.offset","tax.gap.reporting.media.threshold","beta.personal","c1.dist.weight","c2","rate.refund.movement","return.weight","ave.degree.tTaxes","beta.network","full.tendency.factor","generation.half.life","morale.half.life","t.media.range","coeff.dispersion.audits"
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,0,0.01,0.8,3,0.5,0,0.58,0.07965959,0.426920315189215,0.05757815,1,0.720127160352632,0.9,0.225,0.38462916,2.24303969460608,0,0.10005,0.55,0.001,0.7,0.1,0.08,2.62663755,0.225,1.6,14,2,13.5714285714286,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,1,0.00673827205320377,0.877235692042633,3,0.615278119956604,-0.057149106152735,0.446634686299035,0.0494880580440573,0.265221768506103,0.0840224214187094,1,0.828304870645496,0.984943416194565,0.360137418345585,0.338099957562453,2.00233646203309,0,0.139370817945937,0.27972516330883,0.812832882339096,0.819581627810213,0.142704535862668,0.0410846095984695,2.68769975577545,0.360137418345585,1.68644249791917,20,4,19.5222397386782,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,2,0.0131656213461549,0.709640293844612,2,0.51977403282659,-0.0324322975935676,1.74398185450836,0.063936802204936,0.342657045429455,0.0543883487526379,1,0.707078383558395,0.96772658259145,0.240629050395442,0.465606471543378,2.66194867289178,0,0.123041082132489,0.518741899209115,0.954427649022296,0.70112030675466,0.0928586999443279,0.0947765141503198,2.53086944543157,0.240629050395442,1.43277578843167,15,2,14.5893641199176,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,3,0.00637875098216924,0.803837741468809,3,0.443690085112242,0.00611245841960245,0.257477898337169,0.108613878358349,0.582095277952966,0.0473631621479592,1,0.678339887071154,0.915721507468988,0.0328812881471795,0.427705635897826,2.46588140375371,0,0.147422423623566,0.934237423705641,0.0840696501761139,0.718008693780441,0.136464619762802,0.0899210974061236,2.90528698722237,0.0328812881471795,1.38786587429662,17,3,17.2905294524466,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,4,0.0125800624844543,0.890375558009878,3,0.471242946717855,-0.000624586173273753,0.356084694080597,0.0490539398475007,0.262895195179485,0.093805106426823,1,0.868323687875807,0.846512371830758,0.358856991698629,0.314817708202324,1.88189354900281,0,0.147618736231361,0.282286016602743,0.38346096792758,0.74931879635365,0.0769422749403996,0.0722885337223791,3.05224470825112,0.358856991698629,1.35874599190354,12,2,11.8347675575513,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,5,0.0118448488857907,0.832621953367261,5,0.45201515348524,-0.037648718432367,1.40619144370943,0.0952803129275475,0.510636587840279,0.0908245425491761,1,0.856130855236926,0.969519937422815,0.36575005685797,0.327422631155654,1.94710089282678,0,0.111358393525881,0.26849988628406,0.663369216955819,0.672691973868404,0.0684931736417785,0.078129645458656,3.24602023803677,0.36575005685797,1.63315891722808,16,3,15.6748421941238,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,6,0.00984995150791318,0.840298915706598,3,0.532123391736911,0.00482801663680656,0.0776327871080219,0.08986691785046,0.481624533766765,0.0422366555132648,1,0.657368473612205,0.897593150655495,0.20015511723179,0.417399969408306,2.41256849255184,0,0.148874670218961,0.59968976553642,0.881478978619557,0.784541568263496,0.0758876532671823,0.0683562657800866,2.96313269949538,0.20015511723179,1.7151457090114,15,2,14.7908362682718,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,7,0.0133661354984529,0.733383711693479,3,0.63851810892304,-0.007074636165396,0.481235517929078,0.0560929732077587,0.300619546268774,0.0670305989022906,1,0.758795054155395,0.736318427385407,0.257715486043047,0.306250264377907,1.83757275011973,0,0.101864886693171,0.484569027913906,0.305277845802316,0.710358968244574,0.116549747816916,0.0525905348727618,2.31307331731191,0.257715486043047,1.45950172849224,16,3,15.9283585254205,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,8,0.0127854763608195,0.881644118744168,4,0.461375563944697,0.0207439464775342,0.899983491592608,0.126250379300687,0.676614726786907,0.0684404397489185,1,0.764562403622156,0.690718812659631,0.0649883268580843,0.409275618525562,2.3705398864811,0,0.128682914618573,0.870023346283831,0.622333360888491,0.687142903550507,0.118531023439518,0.059099449964071,2.23323105452831,0.0649883268580843,1.69208426793655,15,2,15.13304651091,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,9,0.00814741760187892,0.874044060580117,4,0.589387224147105,0.0224755387754169,0.572406208746229,0.0331675623051331,0.177755197501837,0.0667148492660304,1,0.757503391695288,0.918188118722449,0.227242460021797,0.444618549800504,2.55337469474806,0,0.105467199951181,0.545515079956405,0.10974224408093,0.679917939065884,0.0795673818561452,0.0915296449934098,2.42652465864357,0.227242460021797,1.42032935487442,15,2,14.5269230773139,0.0877
