"model.option","network.model","mild.tendency.to.full.evasion","tax.refund.effect","targetted.auditing","bomb.crater.effect","gamblers.fallacy","media.effect","run.till.equilibrium","total.years","tax.gap","case","audit.rate","detection.eff","K","penalty.rate","tax.rate.delta","bomb.crater.factor","gamblers.fallacy.grad","gamblers.fallacy.intercept","m.qP","penalty.asymmetry.factor","s.qP","v.PP","beta.media","media.mid.effect","media.steepness","media.stochastic.offset","tax.gap.reporting.media.threshold","beta.personal","c1.dist.weight","c2","rate.refund.movement","return.weight","ave.degree.tTaxes","beta.network","full.tendency.factor","generation.half.life","morale.half.life","t.media.range","coeff.dispersion.audits"
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,0,0.01,0.8,3,0.5,0,0.58,0.0822,0.426920315189215,0.05757815,1,0.235539574196485,0.9,0.12375,0.38462916,1.98975003446706,0,0.10005,0.55,0.001,0.7,0.1,0.08,2.62663755,0.12375,1.636,7,2,7.14285714285714,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,1,0.00673827205320377,0.877235692042633,3,0.615278119956604,-0.0357181913454594,0.446634686299035,0.0822,0.265221768506103,0.0840224214187094,1,0.343717284489349,0.984943416194565,0.198075580090072,0.338099957562453,1.74904680189407,0,0.139370817945937,0.27972516330883,0.812832882339096,0.819581627810213,0.142704535862668,0.0410846095984695,2.68769975577545,0.198075580090072,1.636,13,4,13.0936683101067,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,2,0.0131656213461549,0.709640293844612,2,0.51977403282659,-0.0202701859959797,1.74398185450836,0.0822,0.342657045429455,0.0543883487526379,1,0.222490797402248,0.96772658259145,0.132345977717493,0.465606471543378,2.40865901275276,0,0.123041082132489,0.518741899209115,0.954427649022296,0.70112030675466,0.0928586999443279,0.0947765141503198,2.53086944543157,0.132345977717493,1.636,8,2,8.16079269134622,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,3,0.00637875098216924,0.803837741468809,3,0.443690085112242,0.00382028651225154,0.257477898337169,0.0822,0.582095277952966,0.0473631621479592,1,0.193752300915007,0.915721507468988,0.0180847084809487,0.427705635897826,2.2125917436147,0,0.147422423623566,0.934237423705641,0.0840696501761139,0.718008693780441,0.136464619762802,0.0899210974061236,2.90528698722237,0.0180847084809487,1.636,11,3,10.8619580238752,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,4,0.0125800624844543,0.890375558009878,3,0.471242946717855,-0.000390366358296097,0.356084694080597,0.0822,0.262895195179485,0.093805106426823,1,0.38373610171966,0.846512371830758,0.197371345434246,0.314817708202324,1.6286038888638,0,0.147618736231361,0.282286016602743,0.38346096792758,0.74931879635365,0.0769422749403996,0.0722885337223791,3.05224470825112,0.197371345434246,1.636,5,2,5.40619612897988,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,5,0.0118448488857907,0.832621953367261,5,0.45201515348524,-0.0235304490202294,1.40619144370943,0.0822,0.510636587840279,0.0908245425491761,1,0.371543269080779,0.969519937422815,0.201162531271884,0.327422631155654,1.69381123268776,0,0.111358393525881,0.26849988628406,0.663369216955819,0.672691973868404,0.0684931736417785,0.078129645458656,3.24602023803677,0.201162531271884,1.636,9,3,9.24627076555233,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,6,0.00984995150791318,0.840298915706598,3,0.532123391736911,0.0030175103980041,0.0776327871080219,0.0822,0.481624533766765,0.0422366555132648,1,0.172780887456058,0.897593150655495,0.110085314477484,0.417399969408306,2.15927883241283,0,0.148874670218961,0.59968976553642,0.881478978619557,0.784541568263496,0.0758876532671823,0.0683562657800866,2.96313269949538,0.110085314477484,1.636,8,2,8.36226483970036,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,7,0.0133661354984529,0.733383711693479,3,0.63851810892304,-0.0044216476033725,0.481235517929078,0.0822,0.300619546268774,0.0670305989022906,1,0.274207467999248,0.736318427385407,0.141743517323676,0.306250264377907,1.58428308998072,0,0.101864886693171,0.484569027913906,0.305277845802316,0.710358968244574,0.116549747816916,0.0525905348727618,2.31307331731191,0.141743517323676,1.636,9,3,9.49978709684909,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,8,0.0127854763608195,0.881644118744168,4,0.461375563944697,0.0129649665484589,0.899983491592608,0.0822,0.676614726786907,0.0684404397489185,1,0.279974817466008,0.690718812659631,0.0357435797719463,0.409275618525562,2.11725022634208,0,0.128682914618573,0.870023346283831,0.622333360888491,0.687142903550507,0.118531023439518,0.059099449964071,2.23323105452831,0.0357435797719463,1.636,9,2,8.70447508233861,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,9,0.00814741760187892,0.874044060580117,4,0.589387224147105,0.0140472117346356,0.572406208746229,0.0822,0.177755197501837,0.0667148492660304,1,0.272915805539141,0.918188118722449,0.124983353011989,0.444618549800504,2.30008503460904,0,0.105467199951181,0.545515079956405,0.10974224408093,0.679917939065884,0.0795673818561452,0.0915296449934098,2.42652465864357,0.124983353011989,1.636,8,2,8.09835164874245,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,10,0.0134030754156207,0.722076944045158,3,0.397914402013841,0.0403174439625506,0.553154077490431,0.0822,0.684773645144467,0.0509639366719448,1,0.208482279182059,0.872601763711697,0.134240753472422,0.302826654073206,1.56657218963769,0,0.10171167646166,0.511851805554828,0.0777359964236934,0.675675678890114,0.0819640038909669,0.0409943100431566,3.03880284298718,0.134240753472422,1.636,10,3,10.4144591784593,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,11,0.00920126210638051,0.864687825470042,3,0.494596739053615,0.0162860145093491,1.19892329929849,0.0822,0.676319237969981,0.068485927713576,1,0.280160898745565,0.791352945672267,0.163398928171154,0.463432455447693,2.39741246919553,0,0.132482478132572,0.405822079377621,0.26584109663331,0.757127284426065,0.0636602289907443,0.0852250964250694,2.60015388782878,0.163398928171154,1.636,18,5,18.2370821672771,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,12,0.0084982831652494,0.706262607623442,4,0.513927601977595,0.040882853447444,0.856563916337555,0.0822,0.450686780797518,0.0977826861929511,1,0.400007507529787,0.975372645112394,0.104538430859267,0.432431941888349,2.23704170343455,0,0.130149608444591,0.619860251420847,0.00219019434954743,0.725798926915173,0.102099802600675,0.0555061300561767,2.24385152122742,0.104538430859267,1.636,10,3,9.82402612730931,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,13,0.00687188898048525,0.832514671075627,2,0.584441867595119,-0.0390548301683634,0.592174187391787,0.0822,0.382381002797098,0.0376216750095834,1,0.153902015127541,0.814749480781961,0.150531756495771,0.420924832001857,2.17751352753321,0,0.117088290491325,0.452611794560834,0.464471766588388,0.7526977291386,0.0818516108016659,0.0314911975160845,3.15178813233714,0.150531756495771,1.636,13,4,12.8890418482769,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,14,0.0115098236212954,0.79437233734987,2,0.496209538737799,-0.042690350578595,0.633014272216166,0.0822,0.50335123246224,0.0807366010314325,1,0.330275714468337,0.990752517832901,0.25210542594365,0.327633524786302,1.69490222019597,0,0.101025073327188,0.083252996568546,0.488086072899421,0.740773751942746,0.138249541164987,0.0482203217776469,3.09153546336415,0.25210542594365,1.636,11,3,11.3413826602951,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,15,0.00976637480790763,0.744355629297266,3,0.50814504106764,0.0267137100179828,0.353506297094635,0.0822,0.625859558768796,0.0755586358688929,1,0.309093795466271,0.800873341346513,0.249877481704834,0.381652102709538,1.974349226462,0,0.147096582771883,0.0913546119824227,0.139162098128736,0.731404696120727,0.091843544413341,0.0860395328377592,3.14700953809849,0.249877481704834,1.636,9,2,8.85667206331941,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,16,0.0104283342680871,0.832260155437063,3,0.413237566948373,-0.0179730927033753,0.299261505961805,0.0822,0.500400986032055,0.0593724759214253,1,0.242879767716114,0.951464250368575,0.152530278585519,0.318848761388386,1.64945719134327,0,0.142228025063128,0.445344441507205,0.860379116874044,0.732558547957944,0.0938421403140254,0.0685458698653181,2.76244022560317,0.152530278585519,1.636,5,2,5.46541278197724,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,17,0.0142026648469729,0.734547963956685,4,0.638891364849169,0.016419034746934,0.561303696257271,0.0822,0.597359394027929,0.0314565288180951,1,0.128681755205987,0.846412559631867,0.0646838907479138,0.425731489215369,2.20237915747208,0,0.128182606139793,0.764785851825768,0.245376894784481,0.725352452497749,0.0865023997362965,0.0422951178690735,2.22870514367962,0.0646838907479138,1.636,5,1,4.8109384735919,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,18,0.00584618233028357,0.736826182890806,2,0.666755931919923,0.0375136687585883,0.455144324399559,0.0822,0.0794279258643229,0.104988167169907,1,0.429483548722376,0.75208481924246,0.131014145002197,0.463024637098439,2.3953027576633,0,0.132042158005414,0.52358492726474,0.122032513972379,0.699827783111234,0.0953577258170008,0.0910756153202773,2.79467688548215,0.131014145002197,1.636,11,3,11.2573129266801,0.0877
1,"ER","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",100,0,19,0.00965587251976836,0.889026008299861,4,0.586031253561303,-0.0344819496499682,0.925355108092449,0.0822,0.542099974241107,0.0660868948494969,1,0.270346981846731,0.825397750376114,0.133784481475934,0.389200427004917,2.01339795206278,0,0.143468139597667,0.513510976451148,0.562029476840405,0.659125362063826,0.0761072397133011,0.0577373301554057,2.32777575554114,0.133784481475934,1.636,10,3,10.3399082993103,0.0877
