"Person.Id.1","Person.Id.2","weight","id1","id2"
2007332,2000183,0,9,1
2007332,2004958,0.0694444444444444,9,8
2007998,2007332,0.0347106481481482,13,9
2011366,2007332,0.0590277777777778,18,9
2012096,2007717,0.0138888888888889,21,10
2012096,2011511,0.0173611111111111,21,19
2014043,2000183,0.197916666666667,24,1
2018593,2012096,0.0763773148148148,32,21
2025103,2007332,0.385416666666667,43,9
2026213,2007332,0.340277777777778,44,9
2032883,2007332,0.34375,53,9
2054127,2000183,0.145833333333333,71,1
2062929,2007332,0.402789351851852,74,9
2064619,2007332,0.0625,75,9
2068520,2054127,0.0625,76,71
2069786,2014043,0.0277893518518519,78,24
2081551,2014043,0.166666666666667,87,24
2090034,2001644,0.0416666666666667,98,4
2090034,2009176,0.125,98,16
2090034,2013436,0.104166666666667,98,23
2090034,2029314,0.125,98,48
2090034,2035523,0.0104166666666667,98,60
2090034,2049786,0.0173611111111111,98,68
2090034,2058442,0.124988425925926,98,72
2090034,2073847,0.0833217592592593,98,81
2090034,2000183,0.145821759259259,98,1
2090034,2014043,0.0277662037037037,98,24
2090034,2047250,0.0416666666666667,98,67
2090034,2054127,0.0694328703703704,98,71
2095194,2012096,0.0590162037037037,104,21
2097389,2007332,0.125,106,9
2102380,2014043,0.121539351851852,109,24
2104086,2014043,0.0173726851851852,113,24
2106253,2014043,0.166666666666667,115,24
2114141,2014043,0.100694444444444,124,24
2115804,2007332,0.124988425925926,128,9
2119796,2014043,0.076400462962963,132,24
2127897,2007332,0.10068287037037,136,9
2131120,2014043,0.0569560185185185,139,24
2135195,2014043,0.166666666666667,143,24
2141751,2014043,0.0694560185185185,148,24
2141980,2014043,0.14375,149,24
2142739,2014043,0.166666666666667,150,24
2144176,2014043,0.100706018518519,151,24
2144954,2014043,0.0173611111111111,152,24
2147327,2014043,0.135405092592593,154,24
2150303,2012096,0.0590162037037037,155,21
2164228,2014043,0.0486226851851852,166,24
2170656,2090034,0.125,171,98
2178321,2007332,0.0902777777777778,178,9
2178476,2007332,0.354166666666667,179,9
2181057,2014043,0.166666666666667,181,24
2185752,2007332,0.0465393518518519,183,9
2188211,2090034,0.0833333333333333,185,98
2191057,2090034,0.125,186,98
2193640,2012096,0.0763773148148148,187,21
2193823,2090034,0.00694444444444444,188,98
2195782,2090034,0.100706018518519,192,98
2198566,2090034,0.0416666666666667,194,98
2198918,2090034,0.125,195,98
2206695,2090034,0.0416666666666667,200,98
2210986,2007332,0.0242939814814815,206,9
2214250,2007332,0.107627314814815,209,9
2215248,2090034,0.125,211,98
2218215,2012096,0.00695601851851852,212,21
2218216,2218215,0.666643518518519,213,212
2220246,2090034,0.125,214,98
2220397,2054127,0.180543981481481,215,71
2223834,2012096,0.0763773148148148,217,21
2225850,2090034,0.0416666666666667,219,98
2237200,2090034,0.0173726851851852,227,98
2243005,2054127,0.163194444444444,232,71
2253589,2012096,0.152777777777778,242,21
2253589,2218215,0.21875,242,212
2253589,2021514,0.00138888888888889,242,38
2253589,2093319,0.0451273148148148,242,101
2253860,2020497,0.09375,243,34
2253860,2012096,0.100706018518519,243,21
2253860,2218215,0.21875,243,212
2253860,2253589,0.3125,243,242
2253899,2014043,0.166666666666667,244,24
2254297,2000183,0.395833333333333,246,1
2254297,2007332,0.0625,246,9
2254297,2014043,0.197916666666667,246,24
2254297,2054127,0.1875,246,71
2254297,2090034,0.145821759259259,246,98
2255400,2090034,0.00694444444444444,247,98
2261944,2014043,0.121539351851852,255,24
2262958,2000183,0.354166666666667,258,1
2262958,2007332,0.09375,258,9
2262958,2014043,0.197916666666667,258,24
2262958,2054127,0.104166666666667,258,71
2262958,2090034,0.145821759259259,258,98
2262958,2254297,0.416666666666667,258,246
2262958,2115087,0.0416666666666667,258,126
2262958,2116323,0.00694444444444444,258,129
2262958,2230751,0.00693287037037037,258,222
2264279,2262958,0.00695601851851852,261,258
2265862,2007332,0.166666666666667,262,9
2267594,2090034,0.0416666666666667,263,98
2267776,2007332,0.107627314814815,264,9
2269661,2007332,0.159710648148148,265,9
2270458,2014043,0.00695601851851852,267,24
2271483,2007332,0.0763888888888889,269,9
2279247,2253589,0.00346064814814815,278,242
2290835,2007332,0.197916666666667,287,9
2291610,2014043,0.142361111111111,289,24
2291945,2014043,0.0868055555555556,290,24
2293177,2014043,0.142361111111111,292,24
2300112,2000183,0.00694444444444444,298,1
2300112,2008028,0.0416666666666667,298,14
2300112,2014540,0.0173726851851852,298,25
2300112,2015626,0.0416666666666667,298,27
2300112,2019205,0.0208333333333333,298,33
2300112,2020688,0.0104166666666667,298,35
2300112,2022421,0.0208333333333333,298,40
2300112,2022970,0.0416666666666667,298,41
2300112,2029414,0.0208333333333333,298,49
2300112,2033704,0.0416666666666667,298,56
2300112,2036857,0.0416666666666667,298,61
2300112,2054127,0.00694444444444444,298,71
2300112,2074013,0.0416666666666667,298,82
2300112,2074258,0.03125,298,83
2300112,2076267,0.0625,298,84
2300112,2089996,0.0416666666666667,298,97
2300112,2090034,0.00694444444444444,298,98
2300112,2103101,0.00347222222222222,298,110
2300112,2112744,0.0520833333333333,298,123
2300112,2114609,0.0416666666666667,298,125
2300112,2115454,0.0416666666666667,298,127
2300112,2119988,0.0416666666666667,298,133
2300112,2167174,0.0104050925925926,298,169
2300112,2188171,0.03125,298,184
2300112,2194201,0.0208333333333333,298,189
2300112,2194563,0.0208333333333333,298,190
2300112,2200101,0.0416550925925926,298,196
2300112,2210473,0.03125,298,205
2300112,2232135,0.0625,298,223
2300112,2248004,0.0590393518518518,298,235
2300112,2254297,0.00694444444444444,298,246
